Date,Adj Close
2010-03-01,31.529752731323242
2010-03-02,32.015689849853516
2010-03-03,32.11982727050781
2010-03-04,31.974037170410156
2010-03-05,32.70293045043945
2010-03-08,32.543270111083984
2010-03-09,32.91810989379883
2010-03-10,33.16108703613281
2010-03-11,33.188865661621094
2010-03-12,33.11943435668945
2010-03-15,33.0361328125
2010-03-16,33.473472595214844
2010-03-17,33.404048919677734
2010-03-18,33.01530838012695
2010-03-19,32.515499114990234
2010-03-22,32.695987701416016
2010-03-23,33.11943435668945
2010-03-24,32.626564025878906
2010-03-25,32.30724334716797
2010-03-26,32.321128845214844
2010-03-29,33.1472053527832
2010-03-30,33.306861877441406
2010-03-31,33.5081787109375
2010-04-01,34.119049072265625
2010-04-05,34.459205627441406
2010-04-06,34.54944610595703
2010-04-07,34.17459487915039
2010-04-08,34.320377349853516
2010-04-09,34.556396484375
2010-04-12,34.33425521850586
2010-04-13,34.25790023803711
2010-04-14,34.556396484375
2010-04-15,34.36201477050781
2010-04-16,33.58454132080078
2010-04-19,33.494300842285156
2010-04-20,33.626190185546875
2010-04-21,33.36240768432617
2010-04-22,33.681739807128906
2010-04-23,33.876102447509766
2010-04-26,33.778907775878906
2010-04-27,32.39054870605469
2010-04-28,32.751529693603516
2010-04-29,33.535945892333984
2010-04-30,33.23051452636719
2010-05-03,33.10554885864258
2010-05-04,31.60611343383789
2010-05-05,31.2034969329834
2010-05-06,29.988672256469727
2010-05-07,29.981739044189453
2010-05-10,32.07816696166992
2010-05-11,31.647769927978516
2010-05-12,32.04344940185547
2010-05-13,31.60611343383789
2010-05-14,30.92582893371582
2010-05-17,30.51624870300293
2010-05-18,29.8914852142334
2010-05-19,29.22507667541504
2010-05-20,27.954721450805664
2010-05-21,28.940460205078125
2010-05-24,28.475358963012695
2010-05-25,28.371225357055664
2010-05-26,28.607250213623047
2010-05-27,30.224695205688477
2010-05-28,29.717947006225586
2010-06-01,29.56522560119629
2010-06-02,30.502378463745117
2010-06-03,30.24552345275879
2010-06-04,29.252838134765625
2010-06-07,28.843271255493164
2010-06-08,29.516637802124023
2010-06-09,29.57216453552246
2010-06-10,30.7314453125
2010-06-11,30.92582893371582
2010-06-14,30.66897201538086
2010-06-15,31.43951416015625
2010-06-16,31.564476013183594
2010-06-17,31.460346221923828
2010-06-18,31.5158748626709
2010-06-21,31.917041778564453
2010-06-22,31.359081268310547
2010-06-23,31.309648513793945
2010-06-24,30.737546920776367
2010-06-25,31.18251609802246
2010-06-28,30.984752655029297
2010-06-29,29.52273941040039
2010-06-30,29.254358291625977
2010-07-01,29.56512451171875
2010-07-02,29.840572357177734
2010-07-06,30.024200439453125
2010-07-07,31.005937576293945
2010-07-08,31.302574157714844
2010-07-09,31.719289779663086
2010-07-12,30.970623016357422
2010-07-13,31.479150772094727
2010-07-14,31.35201072692871
2010-07-15,31.133075714111328
2010-07-16,30.299659729003906
2010-07-19,30.688112258911133
2010-07-20,31.500337600708008
2010-07-21,31.48621940612793
2010-07-22,32.517391204833984
2010-07-23,32.67983627319336
2010-07-26,32.82815933227539
2010-07-27,32.57389450073242
2010-07-28,32.715152740478516
2010-07-29,32.67277145385742
2010-07-30,32.91997146606445
2010-08-02,33.619197845458984
2010-08-03,33.463802337646484
2010-08-04,33.60507583618164
2010-08-05,33.52031707763672
2010-08-06,33.33667755126953
2010-08-09,33.47794723510742
2010-08-10,33.209556579589844
2010-08-11,32.100685119628906
2010-08-12,32.340816497802734
2010-08-13,32.40438461303711
2010-08-16,32.79990768432617
2010-08-17,33.05417251586914
2010-08-18,33.11066818237305
2010-08-19,32.665706634521484
2010-08-20,32.524452209472656
2010-08-23,32.07243728637695
2010-08-24,31.549774169921875
2010-08-25,31.465028762817383
2010-08-26,31.196636199951172
2010-08-27,32.0865592956543
2010-08-30,31.422645568847656
2010-08-31,31.931180953979492
2010-09-01,33.06122589111328
2010-09-02,33.30136489868164
2010-09-03,33.485008239746094
2010-09-07,33.05417251586914
2010-09-08,33.27312088012695
2010-09-09,33.29429626464844
2010-09-10,33.43556213378906
2010-09-13,34.191287994384766
2010-09-14,34.1489143371582
2010-09-15,34.11359405517578
2010-09-16,34.12065505981445
2010-09-17,33.93702697753906
2010-09-20,34.26191711425781
2010-09-21,34.191287994384766
2010-09-22,34.36079788208008
2010-09-23,34.41022872924805
2010-09-24,34.417293548583984
2010-09-27,34.784568786621094
2010-09-28,35.10946273803711
2010-09-29,35.250709533691406
2010-09-30,35.69567108154297
2010-10-01,36.055885314941406
2010-10-04,35.7945556640625
2010-10-05,36.5997200012207
2010-10-06,36.28894805908203
2010-10-07,35.81573486328125
2010-10-08,36.486717224121094
2010-10-11,36.536155700683594
2010-10-12,36.620906829833984
2010-10-13,37.256568908691406
2010-10-14,37.11530303955078
2010-10-15,37.00230026245117
2010-10-18,37.426082611083984
2010-10-19,36.204200744628906
2010-10-20,36.797481536865234
2010-10-21,36.2465705871582
2010-10-22,36.41609191894531
2010-10-25,36.82572937011719
2010-10-26,36.981117248535156
2010-10-27,36.33134078979492
2010-10-28,36.60678482055664
2010-10-29,36.81160354614258
2010-11-01,37.136497497558594
2010-11-02,37.72271728515625
2010-11-03,37.55320739746094
2010-11-04,38.58437728881836
2010-11-05,38.51375198364258
2010-11-08,38.48550033569336
2010-11-09,37.680335998535156
2010-11-10,37.82159423828125
2010-11-11,37.53908157348633
2010-11-12,36.875179290771484
2010-11-15,36.84691619873047
2010-11-16,35.886375427246094
2010-11-17,36.23245620727539
2010-11-18,37.09413146972656
2010-11-19,37.22831344604492
2010-11-22,37.01642990112305
2010-11-23,36.03469467163086
2010-11-24,36.945804595947266
2010-11-26,36.25364303588867
2010-11-29,36.34545135498047
2010-11-30,36.09825897216797
2010-12-01,36.79042434692383
2010-12-02,37.30601119995117
2010-12-03,37.55320739746094
2010-12-06,37.581451416015625
2010-12-07,37.21418762207031
2010-12-08,36.90342330932617
2010-12-09,36.6491584777832
2010-12-10,36.8892936706543
2010-12-13,37.24950408935547
2010-12-14,37.22831344604492
2010-12-15,36.733917236328125
2010-12-16,36.882240295410156
2010-12-17,36.995243072509766
2010-12-20,36.85799789428711
2010-12-21,37.30601119995117
2010-12-22,37.54779815673828
2010-12-23,37.483795166015625
2010-12-27,37.206451416015625
2010-12-28,37.1424446105957
2010-12-29,37.76654815673828
2010-12-30,38.07255554199219
2010-12-31,38.32875061035156
2011-01-03,38.670326232910156
2011-01-04,38.49242401123047
